time,measured_position,estimated_position, error, K1, K2, estimated_velocity
24.5,-8.92717,-6.93614,-9.95516,0.8,0.2,-1.92322
25,1.92124,-0.0425596,9.81899,0.8,0.2,0.0405751
25.5,7.63356,6.10239,7.65583,0.8,0.2,1.57174
26,-3.2847,-1.25011,-10.173,0.8,0.2,-0.462851
26.5,-6.32623,-5.35729,-4.8447,0.8,0.2,-1.43179
27,1.56071,0.0339308,7.6339,0.8,0.2,0.0949886
27.5,-9.16309,-7.31419,-9.24452,0.8,0.2,-1.75392
28,11.4339,7.50888,19.625,0.8,0.2,2.17109
28.5,5.04923,5.75827,-3.54519,0.8,0.2,1.46205
29,11.1251,10.198,4.63582,0.8,0.2,2.38922
29.5,-9.5841,-5.38877,-20.9767,0.8,0.2,-1.80612
30,-13.1785,-11.8012,-6.88671,0.8,0.2,-3.18346
30.5,1.39357,-1.56373,14.7865,0.8,0.2,-0.226159
31,-11.2133,-9.30601,-9.5365,0.8,0.2,-2.13346
31.5,8.88845,5.03622,19.2612,0.8,0.2,1.71878
32,8.84497,8.2551,2.94936,0.8,0.2,2.30865
32.5,-0.781245,1.25689,-10.1907,0.8,0.2,0.270519
33,1.41299,1.40882,0.0208391,0.8,0.2,0.274687
33.5,3.08585,2.77792,1.53969,0.8,0.2,0.582625
34,7.68948,6.76543,4.62025,0.8,0.2,1.50667
34.5,-1.01844,0.688998,-8.53721,0.8,0.2,-0.200767
35,-5.18808,-4.03274,-5.7767,0.8,0.2,-1.35611
35.5,-5.14571,-5.05873,-0.434917,0.8,0.2,-1.44309
36,-20.4147,-17.4878,-14.6344,0.8,0.2,-4.36998
36.5,-2.79371,-6.16953,16.8791,0.8,0.2,-0.994155
37,6.27245,3.68464,12.9391,0.8,0.2,1.59365
37.5,11.0589,9.74338,6.57739,0.8,0.2,2.90913
38,7.93185,8.58507,-3.26609,0.8,0.2,2.25591
38.5,10.6777,10.4848,0.964709,0.8,0.2,2.44886
39,3.91692,5.47538,-7.79231,0.8,0.2,0.890395
39.5,-7.25038,-4.61619,-13.171,0.8,0.2,-1.7438
40,1.78828,0.333008,7.27637,0.8,0.2,-0.288522
40.5,-7.78383,-6.18931,-7.97258,0.8,0.2,-1.88304
41,-11.2591,-10.4334,-4.12826,0.8,0.2,-2.70869
41.5,-14.1316,-13.6628,-2.34381,0.8,0.2,-3.17745
42,1.77533,-1.63005,17.0269,0.8,0.2,0.227926
42.5,-2.23088,-2.08792,-0.714797,0.8,0.2,0.0849668
43,11.969,9.16609,14.0144,0.8,0.2,2.88785
43.5,15.7299,14.706,5.11993,0.8,0.2,3.91184
44,11.8282,12.795,-4.83363,0.8,0.2,2.94511
44.5,1.8418,4.32694,-12.4257,0.8,0.2,0.459963
45,-4.01897,-2.30379,-8.5759,0.8,0.2,-1.25522
45.5,0.472741,-0.208087,3.40414,0.8,0.2,-0.574388
46,-19.5733,-15.7577,-19.078,0.8,0.2,-4.38999
46.5,-4.85587,-7.47523,13.0968,0.8,0.2,-1.77063
47,-7.52722,-7.69389,0.833322,0.8,0.2,-1.60396
47.5,-3.73694,-4.68872,4.75893,0.8,0.2,-0.652176
48,5.32838,3.25974,10.3432,0.8,0.2,1.41646
48.5,12.1656,10.5261,8.19768,0.8,0.2,3.056
49,12.0034,12.0135,-0.0507326,0.8,0.2,3.04585
49.5,5.559,7.15449,-7.97745,0.8,0.2,1.45036
50,4.61706,5.26958,-3.26261,0.8,0.2,0.797838
50.5,2.88924,3.44509,-2.77926,0.8,0.2,0.241986
51,-11.6755,-8.62715,-15.2415,0.8,0.2,-2.80632
51.5,-13.1688,-12.5411,-3.1385,0.8,0.2,-3.43402
52,-1.85963,-4.33933,12.3985,0.8,0.2,-0.954324
52.5,-18.7808,-15.988,-13.9643,0.8,0.2,-3.74719
53,6.29539,1.464,24.157,0.8,0.2,1.0842
53.5,8.90479,7.52505,6.89869,0.8,0.2,2.46394
54,9.72512,9.5315,0.968098,0.8,0.2,2.65756
54.5,9.71142,9.94119,-1.14885,0.8,0.2,2.42779
55,-0.0391283,2.19971,-11.1942,0.8,0.2,0.188942
55.5,5.24293,4.65318,2.94875,0.8,0.2,0.778692
56,-8.95861,-6.15838,-14.0011,0.8,0.2,-2.02154
56.5,-3.48138,-4.21893,3.68777,0.8,0.2,-1.28398
57,2.98492,1.41576,7.84585,0.8,0.2,0.285188
57.5,-15.0736,-11.7472,-16.6319,0.8,0.2,-3.0412
58,-5.44364,-7.00847,7.82417,0.8,0.2,-1.47637
58.5,3.84615,1.52759,11.5928,0.8,0.2,0.842194
59,1.13856,1.30059,-0.810128,0.8,0.2,0.680169
59.5,13.1996,10.8878,11.5589,0.8,0.2,2.99195
60,6.90124,7.99775,-5.48254,0.8,0.2,1.89544
60.5,3.91599,4.92189,-5.02948,0.8,0.2,0.889548
61,-12.1864,-8.67576,-17.553,0.8,0.2,-2.62106
61.5,-5.70342,-6.56,4.28287,0.8,0.2,-1.76448
62,1.2448,-0.492605,8.68704,0.8,0.2,-0.0270754
62.5,-0.0432525,-0.13583,0.46289,0.8,0.2,0.0655026
63,0.251131,0.180289,0.35421,0.8,0.2,0.136345
63.5,5.206,4.21449,4.95753,0.8,0.2,1.12785
64,-5.40962,-3.37201,-10.188,0.8,0.2,-0.909754
64.5,-5.42406,-5.10462,-1.59717,0.8,0.2,-1.22919
65,13.9078,9.98236,19.627,0.8,0.2,2.69621
65.5,-1.55767,1.01996,-12.8881,0.8,0.2,0.118579
66,4.6248,3.91569,3.54555,0.8,0.2,0.82769
66.5,-12.3013,-8.97514,-16.6308,0.8,0.2,-2.49848
67,-2.44225,-3.99867,7.78213,0.8,0.2,-0.942051
67.5,-8.8177,-7.9481,-4.34801,0.8,0.2,-1.81165
68,3.25677,0.834631,12.1107,0.8,0.2,0.610487
68.5,20.378,16.5303,19.2381,0.8,0.2,4.4581
69,-0.832127,3.08618,-19.5915,0.8,0.2,0.5398
69.5,4.43629,4.22025,1.08021,0.8,0.2,0.755842
70,-8.01529,-5.4926,-12.6135,0.8,0.2,-1.76685
70.5,-0.91843,-2.00995,5.45759,0.8,0.2,-0.675331
71,-8.63066,-7.37405,-6.28305,0.8,0.2,-1.93194
71.5,2.11525,0.0241909,10.4553,0.8,0.2,0.159113
72,0.652483,0.542736,0.548736,0.8,0.2,0.26886
72.5,-12.9413,-10.2176,-13.6185,0.8,0.2,-2.45484
73,-0.174626,-2.42871,11.2704,0.8,0.2,-0.200754
73.5,7.48183,5.47965,10.0109,0.8,0.2,1.80143
74,10.4325,9.62211,4.05218,0.8,0.2,2.61187
74.5,12.7894,12.4171,1.86139,0.8,0.2,2.98414
75,7.78426,9.00925,-6.12496,0.8,0.2,1.75915
75.5,-5.64103,-2.53506,-15.5299,0.8,0.2,-1.34682
76,-15.5132,-13.0523,-12.3048,0.8,0.2,-3.80777
76.5,-11.017,-11.8048,3.93921,0.8,0.2,-3.01993
77,-0.482707,-3.04912,12.8321,0.8,0.2,-0.453519
77.5,-8.56461,-7.50686,-5.28873,0.8,0.2,-1.51127
78,2.89858,0.666363,11.1611,0.8,0.2,0.720949
78.5,6.28566,5.2339,5.25882,0.8,0.2,1.77271
79,1.67028,2.56028,-4.44997,0.8,0.2,0.88272
79.5,10.1071,8.68597,7.10542,0.8,0.2,2.3038
80,17.4594,15.9351,7.62157,0.8,0.2,3.82812
80.5,2.37178,5.46726,-15.4774,0.8,0.2,0.732635
81,-2.59442,-0.908819,-8.428,0.8,0.2,-0.952964
81.5,-13.6893,-11.2285,-12.304,0.8,0.2,-3.41377
82,-12.6182,-12.6817,0.317145,0.8,0.2,-3.35034
82.5,-12.2037,-12.6343,2.15317,0.8,0.2,-2.9197
83,-8.59822,-9.69741,5.49594,0.8,0.2,-1.82052
83.5,16.4639,11.0496,27.0716,0.8,0.2,3.5938
84,-3.92041,-0.567024,-16.7669,0.8,0.2,0.24042
84.5,13.7518,10.9121,14.1986,0.8,0.2,3.08014
85,13.1702,13.0266,0.718091,0.8,0.2,3.22376
85.5,3.84644,6.00485,-10.792,0.8,0.2,1.06535
86,3.8494,4.38703,-2.68812,0.8,0.2,0.527725
86.5,-4.05644,-2.31498,-8.70733,0.8,0.2,-1.21374
87,-8.43597,-7.33314,-5.51412,0.8,0.2,-2.31657
87.5,-15.5424,-14.1322,-7.05098,0.8,0.2,-3.72676
88,-10.5919,-11.6727,5.40368,0.8,0.2,-2.64603
88.5,0.384409,-2.29161,13.3801,0.8,0.2,0.0299881
89,1.38204,0.650312,3.65865,0.8,0.2,0.761719
89.5,1.81327,1.65685,0.782095,0.8,0.2,0.918138
90,19.0291,15.6465,16.9132,0.8,0.2,4.30077
90.5,0.258893,3.76648,-17.5379,0.8,0.2,0.793183
91,8.51744,7.64657,4.35436,0.8,0.2,1.66406
91.5,1.61913,2.99102,-6.85946,0.8,0.2,0.292163
92,-8.99506,-6.56862,-12.1322,0.8,0.2,-2.13427
92.5,-8.83134,-8.59223,-1.19559,0.8,0.2,-2.37339
93,-12.4245,-11.8954,-2.64561,0.8,0.2,-2.90251
93.5,3.78564,0.359178,17.1323,0.8,0.2,0.523952
94,-6.95738,-5.44167,-7.57853,0.8,0.2,-0.991755
94.5,3.8401,1.88457,9.77765,0.8,0.2,0.963774
95,7.81928,6.72872,5.45283,0.8,0.2,2.05434
95.5,3.98463,4.73888,-3.77126,0.8,0.2,1.30009
96,3.15273,3.59997,-2.23619,0.8,0.2,0.85285
96.5,10.7052,9.3694,6.67876,0.8,0.2,2.1886
97,-1.1876,1.14266,-11.6513,0.8,0.2,-0.14166
97.5,-10.1373,-7.89551,-11.2092,0.8,0.2,-2.38349
98,-6.58538,-7.08575,2.50188,0.8,0.2,-1.88312
98.5,-5.68665,-6.15479,2.34066,0.8,0.2,-1.41499
99,-1.83786,-2.84275,5.02441,0.8,0.2,-0.410104
99.5,4.74624,3.18743,7.79404,0.8,0.2,1.1487
