time,measured_position,estimated_position, error, K1, K2, estimated_velocity
88.5,0.191093,-1.14692,6.69006,0.8,0.2,0.0149968
89,0.690005,0.32412,1.82943,0.8,0.2,0.380882
89.5,0.905482,0.827298,0.390921,0.8,0.2,0.459066
90,9.51339,7.82208,8.45656,0.8,0.2,2.15038
90.5,0.128472,1.88223,-8.76879,0.8,0.2,0.396619
91,4.2577,3.82227,2.17716,0.8,0.2,0.832051
91.5,0.808411,1.49439,-3.42988,0.8,0.2,0.146074
92,-4.49847,-3.28529,-6.06589,0.8,0.2,-1.0671
92.5,-4.41674,-4.29716,-0.597896,0.8,0.2,-1.18668
93,-6.21354,-5.94893,-1.32304,0.8,0.2,-1.45129
93.5,1.89185,0.178561,8.56643,0.8,0.2,0.261994
94,-3.47991,-2.72201,-3.78946,0.8,0.2,-0.495899
94.5,1.91889,0.94112,4.88885,0.8,0.2,0.481872
95,3.90847,3.36319,2.72642,0.8,0.2,1.02715
95.5,1.99122,2.36833,-1.88554,0.8,0.2,0.650046
96,1.5753,1.79891,-1.11806,0.8,0.2,0.426435
96.5,5.3515,4.68362,3.33937,0.8,0.2,1.09431
97,-0.594831,0.570291,-5.82561,0.8,0.2,-0.0708128
97.5,-5.06967,-3.94876,-5.60455,0.8,0.2,-1.19172
98,-3.29372,-3.5439,1.2509,0.8,0.2,-0.941544
98.5,-2.84433,-3.07839,1.17035,0.8,0.2,-0.707474
99,-0.92004,-1.42246,2.51209,0.8,0.2,-0.205056
99.5,2.37193,1.59254,3.89691,0.8,0.2,0.574327
